"QueryText "," NumResultRows"," UtilityRowCount","CallNestingLevel","QueryBand "," StartTime"," FirstStepTime"," FirstRespTime","NumSteps"," TotalIOCount"," AMPCPUTime"," ParserCPUTime"," UtilityByteCount"," DelayTime","NumOfActiveAMPs"," MaxAMPCPUTime","MaxCPUAmpNumber"," MaxAmpIO","MaxIOAmpNumber"," MinAmpIO"," SpoolUsage","ResponseTimeMet"," TDWMEstMaxRows"," TDWMEstLastRows"," TDWMEstTotalTime"," AMPCPUTimeNorm"," ParserCPUTimeNorm"," MaxAMPCPUTimeNorm","MaxCPUAmpNumberNorm"," MinAmpCPUTimeNorm"," EstProcTime"," EstMaxRowCount"," WDDelayTime"," ParserExpReq","CPUDecayLevel","IODecayLevel"," SeqRespTime"," ReqIOKB"," ReqPhysIO"," ReqPhysIOKB"
"select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where "," 1"," ?"," 0","? ","2014-11-08 20:58:15.14","2014-11-08 20:58:15.14","2014-11-08 20:58:19.27"," 10"," 7,971"," 1.884"," 0.000"," ?"," ?"," 2"," 0.944"," 0"," 4,005"," 0"," 3,966"," 19,852,288","T "," 1,599,852"," 1"," 71,033"," 44.141"," 0.000"," 22.117"," 0"," 22.024"," 71.033"," 1,599,852"," ?"," ?"," 0"," 0"," 4.800"," 969,254.000"," 7,125.000"," 898,038.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:00:50.45","2014-11-08 21:00:50.45","2014-11-08 21:00:54.62"," 14"," 7,327"," 2.092"," 0.000"," ?"," ?"," 2"," 1.052"," 1"," 3,668"," 1"," 3,659"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.015"," 0.000"," 24.648"," 1"," 24.367"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.180"," 891,339.000"," 6,888.000"," 866,040.000"
"select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where "," 1"," ?"," 0","? ","2014-11-08 20:58:19.28","2014-11-08 20:58:19.28","2014-11-08 20:58:23.43"," 10"," 7,946"," 1.900"," 0.000"," ?"," ?"," 2"," 0.964"," 0"," 3,979"," 0"," 3,967"," 19,851,264","T "," 1,599,852"," 1"," 71,033"," 44.516"," 0.000"," 22.586"," 0"," 21.930"," 71.033"," 1,599,852"," ?"," ?"," 0"," 0"," 4.870"," 970,023.000"," 7,117.000"," 897,528.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:00:54.62","2014-11-08 21:00:54.62","2014-11-08 21:00:58.70"," 14"," 7,362"," 2.100"," 0.000"," ?"," ?"," 2"," 1.056"," 1"," 3,696"," 1"," 3,666"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.202"," 0.000"," 24.742"," 1"," 24.460"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.090"," 891,708.000"," 6,888.000"," 866,040.000"
"select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where "," 1"," ?"," 0","? ","2014-11-08 20:58:23.44","2014-11-08 20:58:23.44","2014-11-08 20:58:27.56"," 10"," 7,912"," 1.836"," 0.000"," ?"," ?"," 2"," 0.936"," 0"," 3,975"," 0"," 3,937"," 19,852,288","T "," 1,599,852"," 1"," 71,033"," 43.017"," 0.000"," 21.930"," 0"," 21.087"," 71.033"," 1,599,852"," ?"," ?"," 0"," 0"," 4.880"," 969,516.000"," 7,118.000"," 897,941.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:00:58.70","2014-11-08 21:00:58.70","2014-11-08 21:01:02.86"," 14"," 7,337"," 2.104"," 0.000"," ?"," ?"," 2"," 1.056"," 1"," 3,670"," 0"," 3,667"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.296"," 0.000"," 24.742"," 1"," 24.554"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.170"," 891,709.000"," 6,887.000"," 866,040.000"
"select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where "," 1"," ?"," 0","? ","2014-11-08 20:58:27.56","2014-11-08 20:58:27.56","2014-11-08 20:58:31.73"," 10"," 7,937"," 1.896"," 0.000"," ?"," ?"," 2"," 0.980"," 0"," 3,976"," 0"," 3,961"," 19,853,312","T "," 1,599,852"," 1"," 71,033"," 44.422"," 0.000"," 22.961"," 0"," 21.461"," 71.033"," 1,599,852"," ?"," ?"," 0"," 0"," 4.880"," 969,005.000"," 7,125.000"," 898,483.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:02.86","2014-11-08 21:01:02.86","2014-11-08 21:01:07.05"," 14"," 7,325"," 2.112"," 0.000"," ?"," ?"," 2"," 1.068"," 1"," 3,667"," 1"," 3,658"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.483"," 0.000"," 25.023"," 1"," 24.460"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.200"," 891,276.000"," 6,887.000"," 866,040.000"
"select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where "," 1"," ?"," 0","? ","2014-11-08 20:58:31.73","2014-11-08 20:58:31.73","2014-11-08 20:58:36.04"," 10"," 7,973"," 1.852"," 0.000"," ?"," ?"," 2"," 0.944"," 0"," 4,006"," 0"," 3,967"," 19,851,264","T "," 1,599,852"," 1"," 71,033"," 43.391"," 0.000"," 22.117"," 0"," 21.274"," 71.033"," 1,599,852"," ?"," ?"," 0"," 0"," 5.060"," 969,252.000"," 7,128.000"," 898,068.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:07.05","2014-11-08 21:01:07.05","2014-11-08 21:01:11.24"," 14"," 7,336"," 2.116"," 0.000"," ?"," ?"," 2"," 1.080"," 1"," 3,670"," 1"," 3,666"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.577"," 0.000"," 25.304"," 1"," 24.273"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.200"," 891,645.000"," 6,887.000"," 866,040.000"
"select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where "," 1"," ?"," 0","? ","2014-11-08 20:58:36.04","2014-11-08 20:58:36.04","2014-11-08 20:58:40.17"," 10"," 7,941"," 1.848"," 0.000"," ?"," ?"," 2"," 0.936"," 1"," 3,975"," 0"," 3,966"," 19,851,264","T "," 1,599,852"," 1"," 71,033"," 43.298"," 0.000"," 21.930"," 1"," 21.368"," 71.033"," 1,599,852"," ?"," ?"," 0"," 0"," 4.820"," 968,999.000"," 7,129.000"," 898,481.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:11.25","2014-11-08 21:01:11.25","2014-11-08 21:01:15.43"," 14"," 7,365"," 2.116"," 0.000"," ?"," ?"," 2"," 1.068"," 1"," 3,694"," 0"," 3,671"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.577"," 0.000"," 25.023"," 1"," 24.554"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.190"," 891,708.000"," 6,888.000"," 866,040.000"
"select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where "," 1"," ?"," 0","? ","2014-11-08 20:58:40.18","2014-11-08 20:58:40.18","2014-11-08 20:58:44.33"," 10"," 7,945"," 1.884"," 0.000"," ?"," ?"," 2"," 0.952"," 1"," 3,977"," 0"," 3,968"," 19,851,264","T "," 1,599,852"," 1"," 71,033"," 44.141"," 0.000"," 22.305"," 1"," 21.836"," 71.033"," 1,599,852"," ?"," ?"," 0"," 0"," 4.850"," 968,995.000"," 7,133.000"," 898,481.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:15.43","2014-11-08 21:01:15.43","2014-11-08 21:01:19.42"," 14"," 7,354"," 2.112"," 0.000"," ?"," ?"," 2"," 1.056"," 1"," 3,686"," 0"," 3,668"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.484"," 0.000"," 24.742"," 1"," 24.742"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.000"," 891,640.000"," 6,888.000"," 866,040.000"
"create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= date '1996-01-01' and l_shipdate < date '1 "," 0"," ?"," 0","? ","2014-11-08 20:58:44.33","2014-11-08 20:58:44.37","2014-11-08 20:58:44.42"," 16"," 158"," 0.028"," 0.016"," ?"," ?"," 2"," 0.008"," 1"," 24"," 1"," 0"," 0","T "," ?"," ?"," ?"," 0.652"," 0.374"," 0.187"," 1"," 0.000"," 0.000"," 0"," ?"," 0.013"," 0"," 0"," 0.080"," 965.000"," 6.000"," 326.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:19.43","2014-11-08 21:01:19.43","2014-11-08 21:01:23.45"," 14"," 7,345"," 2.092"," 0.000"," ?"," ?"," 2"," 1.052"," 1"," 3,673"," 1"," 3,672"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.015"," 0.000"," 24.648"," 1"," 24.367"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.030"," 892,461.000"," 6,887.000"," 866,040.000"
"create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= date '1996-01-01' and l_shipdate < date '1 "," 0"," ?"," 0","? ","2014-11-08 20:58:44.42","2014-11-08 20:58:44.42","2014-11-08 20:58:44.42"," 0"," 0"," 0.000"," 0.000"," ?"," ?"," 0"," 0.000"," ?"," 0"," ?"," ?"," 0"," "," ?"," ?"," ?"," 0.000"," 0.000"," 0.000"," ?"," ?"," 0.000"," 0"," ?"," 0.000"," ?"," ?"," 0.000"," 0.000"," 0.000"," 0.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:23.45","2014-11-08 21:01:23.45","2014-11-08 21:01:27.58"," 14"," 7,326"," 2.040"," 0.000"," ?"," ?"," 2"," 1.032"," 1"," 3,667"," 1"," 3,659"," 638,464","T "," 5,999,442"," 1"," 781,293"," 47.796"," 0.000"," 24.179"," 1"," 23.617"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.140"," 891,340.000"," 6,887.000"," 866,040.000"
"select s_suppkey, s_name, s_address, s_phone, total_revenue from supplier, revenue0 where s_suppkey = supplier_no and total_revenue = ( select max(total_revenue) from revenue0 ) or "," 1"," ?"," 0","? ","2014-11-08 20:58:44.42","2014-11-08 20:58:44.51","2014-11-08 20:58:48.67"," 12"," 6,923"," 1.416"," 0.072"," ?"," ?"," 2"," 0.712"," 0"," 3,505"," 0"," 3,418"," 2,136,064","T "," 899,917"," 10,008"," 206,874"," 33.176"," 1.686"," 16.682"," 0"," 16.494"," 206.874"," 899,917"," ?"," 0.003"," 0"," 0"," 4.160"," 859,341.000"," 6,657.000"," 837,659.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:27.58","2014-11-08 21:01:27.58","2014-11-08 21:01:31.75"," 14"," 7,360"," 2.108"," 0.000"," ?"," ?"," 2"," 1.068"," 1"," 3,693"," 0"," 3,667"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.390"," 0.000"," 25.023"," 1"," 24.367"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.170"," 891,645.000"," 6,887.000"," 866,040.000"
"drop view revenue0; "," 0"," ?"," 0","? ","2014-11-08 20:58:48.67","2014-11-08 20:58:48.70","2014-11-08 20:58:48.74"," 14"," 70"," 0.012"," 0.016"," ?"," ?"," 2"," 0.004"," 1"," 26"," 1"," 0"," 0","T "," ?"," ?"," ?"," 0.279"," 0.374"," 0.093"," 1"," 0.000"," 0.000"," 0"," ?"," 0.004"," 0"," 0"," 0.040"," 1,249.000"," 12.000"," 523.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:31.75","2014-11-08 21:01:31.75","2014-11-08 21:01:35.91"," 14"," 7,365"," 2.100"," 0.000"," ?"," ?"," 2"," 1.060"," 1"," 3,694"," 0"," 3,671"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.202"," 0.000"," 24.835"," 1"," 24.367"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.170"," 891,708.000"," 6,888.000"," 866,040.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:58:48.74","2014-11-08 20:58:48.83","2014-11-08 20:58:50.43"," 13"," 2,900"," 1.012"," 0.072"," ?"," ?"," 2"," 0.524"," 1"," 1,506"," 1"," 1,394"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 23.710"," 1.686"," 12.277"," 1"," 11.433"," 11.044"," 60,451"," ?"," 0.001"," 0"," 0"," 1.610"," 330,662.000"," 1,442.000"," 177,095.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:35.92","2014-11-08 21:01:35.92","2014-11-08 21:01:40.02"," 14"," 7,363"," 2.092"," 0.000"," ?"," ?"," 2"," 1.064"," 1"," 3,693"," 0"," 3,670"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.015"," 0.000"," 24.929"," 1"," 24.086"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.110"," 891,645.000"," 6,887.000"," 866,040.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:58:50.44","2014-11-08 20:58:50.54","2014-11-08 20:58:53.31"," 13"," 2,892"," 0.972"," 0.076"," ?"," ?"," 2"," 0.504"," 0"," 1,507"," 0"," 1,385"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 22.773"," 1.780"," 11.808"," 0"," 10.965"," 11.044"," 60,451"," ?"," 0.003"," 0"," 0"," 2.780"," 329,768.000"," 1,466.000"," 179,655.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:40.02","2014-11-08 21:01:40.02","2014-11-08 21:01:44.12"," 14"," 7,327"," 2.116"," 0.000"," ?"," ?"," 2"," 1.068"," 1"," 3,666"," 0"," 3,661"," 638,464","T "," 5,999,442"," 1"," 781,293"," 49.577"," 0.000"," 25.023"," 1"," 24.554"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.110"," 891,337.000"," 6,888.000"," 866,040.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:58:53.32","2014-11-08 20:58:53.32","2014-11-08 20:58:55.53"," 13"," 2,891"," 0.980"," 0.004"," ?"," ?"," 2"," 0.500"," 0"," 1,506"," 0"," 1,385"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 22.961"," 0.093"," 11.715"," 0"," 11.246"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 2.230"," 329,641.000"," 1,467.000"," 179,782.000"
"select sum(l_extendedprice) / 7.0 as avg_yearly from lineitem, part where p_partkey = l_partkey and p_brand = 'Brand#23' and p_container = 'MED BOX' and l_quantity < ( select 0.2 * avg(l_q "," 1"," ?"," 0","? ","2014-11-08 21:01:44.12","2014-11-08 21:01:44.12","2014-11-08 21:01:48.16"," 14"," 7,325"," 2.076"," 0.000"," ?"," ?"," 2"," 1.060"," 1"," 3,667"," 1"," 3,658"," 638,464","T "," 5,999,442"," 1"," 781,293"," 48.639"," 0.000"," 24.835"," 1"," 23.804"," 781.293"," 5,999,442"," ?"," ?"," 0"," 0"," 4.060"," 891,276.000"," 6,887.000"," 866,040.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:58:55.54","2014-11-08 20:58:55.54","2014-11-08 20:58:57.05"," 13"," 2,891"," 0.984"," 0.000"," ?"," ?"," 2"," 0.500"," 1"," 1,503"," 1"," 1,388"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 23.055"," 0.000"," 11.715"," 1"," 11.340"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 1.530"," 329,643.000"," 1,467.000"," 179,782.000"
"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by "," 57"," ?"," 0","? ","2014-11-08 21:01:48.16","2014-11-08 21:01:48.28","2014-11-08 21:01:59.69"," 15"," 19,425"," 8.256"," 0.096"," ?"," ?"," 2"," 4.140"," 0"," 9,731"," 1"," 9,694"," 264,263,680","T "," 4,499,582"," 2,000,876"," 717,776"," 193.437"," 2.249"," 97.000"," 0"," 96.437"," 717.776"," 4,499,582"," ?"," 0.001"," 0"," 0"," 11.750"," 2,540,058.000"," 16,241.000"," 2,177,171.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:58:57.05","2014-11-08 20:58:57.06","2014-11-08 20:58:58.93"," 13"," 2,887"," 0.968"," 0.000"," ?"," ?"," 2"," 0.496"," 1"," 1,502"," 1"," 1,385"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 22.679"," 0.000"," 11.621"," 1"," 11.058"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 1.870"," 329,254.000"," 1,471.000"," 180,167.000"
"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by "," 57"," ?"," 0","? ","2014-11-08 21:01:59.69","2014-11-08 21:01:59.78","2014-11-08 21:02:11.63"," 15"," 19,369"," 8.616"," 0.072"," ?"," ?"," 2"," 4.320"," 1"," 9,698"," 1"," 9,671"," 264,263,680","T "," 4,499,582"," 2,000,876"," 717,776"," 201.872"," 1.686"," 101.217"," 1"," 100.655"," 717.776"," 4,499,582"," ?"," 0.002"," 0"," 0"," 12.190"," 2,534,820.000"," 16,291.000"," 2,184,624.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:58:58.93","2014-11-08 20:58:58.94","2014-11-08 20:59:01.43"," 13"," 2,891"," 1.000"," 0.000"," ?"," ?"," 2"," 0.508"," 1"," 1,503"," 1"," 1,388"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 23.429"," 0.000"," 11.902"," 1"," 11.527"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 2.500"," 329,643.000"," 1,467.000"," 179,782.000"
"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by "," 57"," ?"," 0","? ","2014-11-08 21:02:11.64","2014-11-08 21:02:11.64","2014-11-08 21:02:23.09"," 15"," 19,385"," 8.308"," 0.000"," ?"," ?"," 2"," 4.156"," 0"," 9,706"," 1"," 9,679"," 264,263,680","T "," 4,499,582"," 2,000,876"," 717,776"," 194.656"," 0.000"," 97.375"," 0"," 97.281"," 717.776"," 4,499,582"," ?"," ?"," 0"," 0"," 11.780"," 2,534,192.000"," 16,301.000"," 2,185,808.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:59:01.44","2014-11-08 20:59:01.44","2014-11-08 20:59:02.99"," 13"," 2,890"," 1.008"," 0.000"," ?"," ?"," 2"," 0.520"," 0"," 1,505"," 0"," 1,385"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 23.616"," 0.000"," 12.183"," 0"," 11.433"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 1.570"," 329,513.000"," 1,468.000"," 179,909.000"
"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by "," 57"," ?"," 0","? ","2014-11-08 21:02:23.09","2014-11-08 21:02:23.09","2014-11-08 21:02:34.45"," 15"," 19,375"," 8.404"," 0.000"," ?"," ?"," 2"," 4.212"," 1"," 9,727"," 1"," 9,648"," 264,263,680","T "," 4,499,582"," 2,000,876"," 717,776"," 196.905"," 0.000"," 98.687"," 1"," 98.218"," 717.776"," 4,499,582"," ?"," ?"," 0"," 0"," 11.700"," 2,537,141.000"," 16,261.000"," 2,180,154.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:59:02.99","2014-11-08 20:59:02.99","2014-11-08 20:59:04.58"," 13"," 2,883"," 0.968"," 0.000"," ?"," ?"," 2"," 0.500"," 0"," 1,505"," 0"," 1,378"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 22.680"," 0.000"," 11.715"," 0"," 10.965"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 1.600"," 328,868.000"," 1,475.000"," 180,552.000"
"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by "," 57"," ?"," 0","? ","2014-11-08 21:02:34.45","2014-11-08 21:02:34.45","2014-11-08 21:02:45.81"," 15"," 19,382"," 8.356"," 0.000"," ?"," ?"," 2"," 4.204"," 0"," 9,709"," 1"," 9,673"," 264,263,680","T "," 4,499,582"," 2,000,876"," 717,776"," 195.780"," 0.000"," 98.499"," 0"," 97.281"," 717.776"," 4,499,582"," ?"," ?"," 0"," 0"," 11.700"," 2,533,590.000"," 16,263.000"," 2,179,446.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:59:04.59","2014-11-08 20:59:04.59","2014-11-08 20:59:06.26"," 13"," 2,889"," 0.944"," 0.000"," ?"," ?"," 2"," 0.492"," 1"," 1,501"," 1"," 1,388"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 22.117"," 0.000"," 11.527"," 1"," 10.590"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 1.690"," 329,509.000"," 1,469.000"," 179,913.000"
"select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by "," 57"," ?"," 0","? ","2014-11-08 21:02:45.81","2014-11-08 21:02:45.81","2014-11-08 21:02:57.05"," 15"," 19,348"," 8.304"," 0.000"," ?"," ?"," 2"," 4.160"," 0"," 9,674"," 1"," 9,674"," 264,263,680","T "," 4,499,582"," 2,000,876"," 717,776"," 194.561"," 0.000"," 97.468"," 0"," 97.093"," 717.776"," 4,499,582"," ?"," ?"," 0"," 0"," 11.580"," 2,533,049.000"," 16,315.000"," 2,187,016.000"
"select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' a "," 18,314"," ?"," 0","? ","2014-11-08 20:59:06.27","2014-11-08 20:59:06.27","2014-11-08 20:59:08.04"," 13"," 2,901"," 0.936"," 0.000"," ?"," ?"," 2"," 0.476"," 1"," 1,502"," 1"," 1,399"," 13,150,720","T "," 60,451"," 34,005"," 11,044"," 21.929"," 0.000"," 11.152"," 1"," 10.777"," 11.044"," 60,451"," ?"," ?"," 0"," 0"," 1.790"," 330,908.000"," 1,457.000"," 178,512.000"
